"Institute","Academic Program Name","Quota","Category","Gender","Closing Rank"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","14782"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","23024"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","2267"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","4265"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","5231"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","8720"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2587"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","4293"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","977"
"Indian Institute  of Technology Bhubaneswar","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1750"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","3685"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","7557"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Female-only (including Supernumerary)","197"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","466"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1025"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1237"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3291"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","31"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","596"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1313"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","Gender-Neutral","30P"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","356"
"Indian Institute  of Technology Bhubaneswar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","649"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","7661"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","14183"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","262P"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1261"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2249"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","2876"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","6611"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1762"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","2081"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","792"
"Indian Institute  of Technology Bhubaneswar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1179"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","5157"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","10904"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","59"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","738"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1941"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","2026"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3729"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1239"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1915"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","538"
"Indian Institute  of Technology Bhubaneswar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","910"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","11307"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","18825"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1978"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","4378"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","9267"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2226"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","4555"
"Indian Institute  of Technology Bhubaneswar","Engineering Physics (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1333"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","10233"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","19505"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","172"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1639"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","3236"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","3885"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","7801"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2293"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","3941"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1041"
"Indian Institute  of Technology Bhubaneswar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1735"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","14898"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","21693"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","2373"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","4185"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","5608"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","9228"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2774"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","4396"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1223"
"Indian Institute  of Technology Bhubaneswar","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","602P"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","2394"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","6360"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","44"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Female-only (including Supernumerary)","41P"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","618"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1409"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1577"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3516"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","62"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","678"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1493"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","501"
"Indian Institute  of Technology Bombay","Aerospace Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","424"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","OPEN","Gender-Neutral","1191"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","OPEN","Female-only (including Supernumerary)","4101"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","OPEN (PwD)","Gender-Neutral","139"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","EWS","Gender-Neutral","360"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","EWS","Female-only (including Supernumerary)","1490"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","OBC-NCL","Gender-Neutral","1291"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","OBC-NCL","Female-only (including Supernumerary)","3479"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","SC","Gender-Neutral","545"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","SC","Female-only (including Supernumerary)","1438"
"Indian Institute  of Technology Bombay","BS in Mathematics (4 Years, Bachelor of Science)","OS","ST","Gender-Neutral","247"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","2545"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","6650"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","153"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Female-only (including Supernumerary)","265P"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","485"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1438"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS (PwD)","Gender-Neutral","44P"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1338"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3197"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","64"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","783"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1498"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","413"
"Indian Institute  of Technology Bombay","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","742"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","OPEN","Gender-Neutral","7430"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","OPEN","Female-only (including Supernumerary)","11262"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","OPEN (PwD)","Gender-Neutral","193"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","EWS","Gender-Neutral","1338"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","EWS","Female-only (including Supernumerary)","2637"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","OBC-NCL","Gender-Neutral","3506"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","OBC-NCL","Female-only (including Supernumerary)","7754"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","SC","Gender-Neutral","2025"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","SC","Female-only (including Supernumerary)","3101"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","ST","Gender-Neutral","1036"
"Indian Institute  of Technology Bombay","Chemistry (4 Years, Bachelor of Science)","OS","ST","Female-only (including Supernumerary)","1498"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","4046"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","8833"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","151"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Female-only (including Supernumerary)","148P"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","769"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2029"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS (PwD)","Gender-Neutral","36P"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1979"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","4709"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","53P"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1002"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1986"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","331"
"Indian Institute  of Technology Bombay","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","623"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","68"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","421"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","3"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Female-only (including Supernumerary)","7"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","23"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","79"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS (PwD)","Gender-Neutral","3"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","50"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","274"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","2"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Female-only (including Supernumerary)","20"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","32"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","71"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","Gender-Neutral","1"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","13"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","40"
"Indian Institute  of Technology Bombay","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST (PwD)","Gender-Neutral","1"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","OPEN","Gender-Neutral","2408"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","OPEN","Female-only (including Supernumerary)","4408"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","OPEN (PwD)","Gender-Neutral","144"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","EWS","Gender-Neutral","525"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","EWS","Female-only (including Supernumerary)","920"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","OBC-NCL","Gender-Neutral","1255"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","OBC-NCL","Female-only (including Supernumerary)","2705"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","SC","Gender-Neutral","722"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","SC","Female-only (including Supernumerary)","373"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","ST","Gender-Neutral","222"
"Indian Institute  of Technology Bombay","Economics (4 Years, Bachelor of Science)","OS","ST","Female-only (including Supernumerary)","714"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","496"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","1339"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","30"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Female-only (including Supernumerary)","77"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","116"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","455"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS (PwD)","Gender-Neutral","21"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","325"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","830"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","23"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","171"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","368"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","Gender-Neutral","10P"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","79"
"Indian Institute  of Technology Bombay","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","176"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","973"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","2424"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN (PwD)","Gender-Neutral","52"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN (PwD)","Female-only (including Supernumerary)","245P"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Gender-Neutral","199"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Female-only (including Supernumerary)","753"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Gender-Neutral","571"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Female-only (including Supernumerary)","1877"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL (PwD)","Gender-Neutral","42"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Gender-Neutral","274"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Female-only (including Supernumerary)","1054"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Gender-Neutral","221"
"Indian Institute  of Technology Bombay","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Female-only (including Supernumerary)","363"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","2689"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","5537"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","184"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","568"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1691"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1650"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3824"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","61P"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","990"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1673"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","669"
"Indian Institute  of Technology Bombay","Energy Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1473"
"Indian Institute  of Technology Bombay","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","1719"
"Indian Institute  of Technology Bombay","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","3629"
