"Institute","Academic Program Name","Quota","Category","Gender","Closing Rank"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","8939"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN (PwD)","Gender-Neutral","359P"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Gender-Neutral","1235"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Female-only (including Supernumerary)","2744"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Gender-Neutral","1772"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Female-only (including Supernumerary)","3896"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Gender-Neutral","1571"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Female-only (including Supernumerary)","2280"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Gender-Neutral","1133"
"Indian Institute  of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Female-only (including Supernumerary)","979"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","1858"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","4636"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","370P"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","803"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2082"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1192"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3046"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1326"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","685"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1022"
"Indian Institute  of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1429"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","2310"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","6678"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","156P"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","577"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1385"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1199"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","3442"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","93P"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","792"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1467"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","369"
"Indian Institute  of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","715"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","4748"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","10699"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","340P"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1263"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2109"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","2463"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","5297"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1679"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","2722"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","784"
"Indian Institute  of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1339"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","7404"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","13618"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","272P"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1568"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2807"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","3210"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","6778"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","133P"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2224"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","3007"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1056"
"Indian Institute  of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","139"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","OPEN","Gender-Neutral","2742"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","7069"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","EWS","Gender-Neutral","942"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","OBC-NCL","Gender-Neutral","2369"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","OBC-NCL","Female-only (including Supernumerary)","5459"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","SC","Gender-Neutral","1784"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","SC","Female-only (including Supernumerary)","3152"
"Indian Institute  of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","OS","ST","Gender-Neutral","1149"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","2309"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","4824"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","108"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","361"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1182"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1115"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","2534"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","649"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","989"
"Indian Institute  of Technology Gandhinagar","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","249"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","8269"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","15791"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1553"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","3039"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","3800"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","7934"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2125"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","3126"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1146"
"Indian Institute  of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","159P"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","10234"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","17839"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1761"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2965"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","4148"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","8173"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2356"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","3416"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","651"
"Indian Institute  of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1199"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","1708"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","4592"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","71"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","264"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","770"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","750"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","1714"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Female-only (including Supernumerary)","56"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","338"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","828"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","Gender-Neutral","21P"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","207"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","374"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","2234"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","5172"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Gender-Neutral","394"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Female-only (including Supernumerary)","1163"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Gender-Neutral","1048"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Female-only (including Supernumerary)","2950"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL (PwD)","Gender-Neutral","105P"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Gender-Neutral","490"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Gender-Neutral","367"
"Indian Institute  of Technology Gandhinagar","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Female-only (including Supernumerary)","644"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","4055"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","8494"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","842"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1697"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1930"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","4896"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1354"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1984"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","534"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","955"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","4588"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","8611"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Gender-Neutral","904"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Female-only (including Supernumerary)","1791"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Gender-Neutral","2274"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Female-only (including Supernumerary)","5783"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Gender-Neutral","1633"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Gender-Neutral","710"
"Indian Institute  of Technology Gandhinagar","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Female-only (including Supernumerary)","1021"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","4349"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","7281"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","747"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1282"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","2660"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","5545"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1558"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","2918"
"Indian Institute  of Technology Gandhinagar","Integrated Circuit Design & Technology (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1069"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","11298"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","17233"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1891"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","3708"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","4653"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","8171"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","2741"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","2821"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","1269"
"Indian Institute  of Technology Gandhinagar","Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","806P"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","6344"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","13488"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","1217"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","2705"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","3075"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","7095"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1725"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","3892"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","780"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1407"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Gender-Neutral","7422"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","14114"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Gender-Neutral","1489"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","EWS","Female-only (including Supernumerary)","2795"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Gender-Neutral","3498"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","OBC-NCL","Female-only (including Supernumerary)","7139"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Gender-Neutral","2060"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","SC","Female-only (including Supernumerary)","3637"
"Indian Institute  of Technology Gandhinagar","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","OS","ST","Gender-Neutral","944"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","4346"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","9272"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","611"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","1322"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","1661"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","4132"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","44P"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","1012"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","1056"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","575"
"Indian Institute  of Technology Patna","Artificial Intelligence and Data Science (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","1125"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","OPEN","Gender-Neutral","15274"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","24612"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","EWS","Gender-Neutral","2382"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","OBC-NCL","Gender-Neutral","5517"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","SC","Gender-Neutral","2753"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Geotechnical Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","ST","Gender-Neutral","1188"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","OPEN","Gender-Neutral","14055"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","OPEN","Female-only (including Supernumerary)","18498"
"Indian Institute  of Technology Patna","B. Tech in CE. - M. Tech.  in Structural Engineering (5 Years, B.Tech. + M.Tech./MS (Dual Degree))","OS","EWS","Gender-Neutral","2375"
