"Institute","Academic Program Name","Quota","Category","Gender","Closing Rank"
"National Institute of Technology, Warangal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","110965"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","84363"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","Female-only (including Supernumerary)","86225"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","95694"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","HS","OBC-NCL","Gender-Neutral","104411"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","HS","OBC-NCL","Female-only (including Supernumerary)","102424"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","50101"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","OS","OPEN","Female-only (including Supernumerary)","75300"
"National Institute of Technology, Warangal","Chemistry (5 Years, Integrated Master of Science)","OS","EWS","Gender-Neutral","63451"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","32316"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","Gender-Neutral","559791"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","43206"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","45957"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","29930"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","35249"
"National Institute of Technology, Warangal","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","55624"
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","3182"
"National Institute of Technology, Warangal","Computer Science and Engineering ( Artificial Intelligence & Data Science) (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","3983"
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","4413"
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","2360"
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","5932"
"National Institute of Technology, Warangal","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","6183"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","11500"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","15341"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","15584"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","19118"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","9329"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","16488"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","17651"
"National Institute of Technology, Warangal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","13253"
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","6295"
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","7547"
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","5419"
"National Institute of Technology, Warangal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","6968"
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","6625"
"National Institute of Technology, Warangal","Electronics and Communication Engineering (VLSI Design and Technology) (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","7784"
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)","HS","OBC-NCL","Gender-Neutral","75052"
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","37004"
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)","OS","OPEN","Female-only (including Supernumerary)","50636"
"National Institute of Technology, Warangal","Mathematics (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","68977"
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","3757"
"National Institute of Technology, Warangal","Mathematics and Computing (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","5423"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","20048"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","Gender-Neutral","432442"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","25300"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","Gender-Neutral","546477"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","18780"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","21766"
"National Institute of Technology, Warangal","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","23433"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","40998"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","46873"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","45142"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","33928"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","35226"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","41722"
"National Institute of Technology, Warangal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","156031"
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)","HS","OBC-NCL","Gender-Neutral","97002"
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)","HS","SC","Gender-Neutral","228670"
"National Institute of Technology, Warangal","Physics (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","37438"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","16303"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","13273"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","19820"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","14442"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","21547"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)","HS","OPEN","Gender-Neutral","15828"
"Sardar Vallabhbhai National Institute of Technology, Surat","Artificial Intelligence (5 Years, Integrated B. Tech. and M. Tech.)","HS","EWS","Gender-Neutral","17517"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","45507"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","62735"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","40093"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","48988"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","43958"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","48041"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","73432"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","161460"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","EWS","Gender-Neutral","102487"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","114510"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","SC","Gender-Neutral","245978"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","ST","Gender-Neutral","333056"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","610698"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","85149"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","EWS","Gender-Neutral","113428"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","122747"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","SC","Gender-Neutral","252947"
"Sardar Vallabhbhai National Institute of Technology, Surat","Chemistry (5 Years, Integrated Master of Science)","OS","ST","Gender-Neutral","346182"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","65937"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","91179"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","76766"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","94397"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","262458"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","272494"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","51845"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","55773"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","56810"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","78965"
"Sardar Vallabhbhai National Institute of Technology, Surat","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","158396"
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","8749"
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","13076"
"Sardar Vallabhbhai National Institute of Technology, Surat","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","13565"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","27263"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","34583"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","32857"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","44930"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","24015"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","31434"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","27163"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","31069"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","19281"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","23383"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","25296"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","35347"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","33528"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","16328"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","22579"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","17506"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","21687"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","91272"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","21220"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","27578"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","27835"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","38828"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","19197"
"Sardar Vallabhbhai National Institute of Technology, Surat","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","20874"
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","33129"
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","48240"
"Sardar Vallabhbhai National Institute of Technology, Surat","Engineering Physics (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","176717"
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","56168"
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","68224"
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","64402"
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","66910"
"Sardar Vallabhbhai National Institute of Technology, Surat","Industrial Chemistry (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","80251"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","89146"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","SC","Gender-Neutral","169245"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","ST","Gender-Neutral","288036"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","97821"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","72636"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","EWS","Gender-Neutral","78640"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","103131"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","SC","Gender-Neutral","231722"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics (5 Years, Integrated Master of Science)","OS","ST","Gender-Neutral","329599"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mathematics and Computing (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","16334"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","38526"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","63079"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","53878"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","78789"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","Gender-Neutral","271126"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","32974"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","48623"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","37650"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","42171"
"Sardar Vallabhbhai National Institute of Technology, Surat","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","139714"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","EWS","Gender-Neutral","85632"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","95043"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","SC","Gender-Neutral","234474"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","ST","Gender-Neutral","390708"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","HS","OPEN","Gender-Neutral","138613"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","HS","EWS","Gender-Neutral","154545"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","OPEN","Gender-Neutral","74636"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","EWS","Gender-Neutral","90653"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","OBC-NCL","Gender-Neutral","113614"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","SC","Gender-Neutral","244836"
"Sardar Vallabhbhai National Institute of Technology, Surat","Physics (5 Years, Integrated Master of Science)","OS","ST","Gender-Neutral","391088"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","EWS","Gender-Neutral","3650"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","EWS","Female-only (including Supernumerary)","1577"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","HS","OPEN","Gender-Neutral","1694"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","HS","OBC-NCL","Gender-Neutral","4184"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","EWS","Gender-Neutral","17359"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","EWS","Female-only (including Supernumerary)","6681"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","Gender-Neutral","8017"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","Female-only (including Supernumerary)","11091"
"Visvesvaraya National Institute of Technology, Nagpur","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","Gender-Neutral","11856"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","35396"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","37426"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","43198"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","34109"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","42267"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","42364"
"Visvesvaraya National Institute of Technology, Nagpur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","61845"
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","47459"
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","52844"
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","59005"
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","54062"
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","43913"
"Visvesvaraya National Institute of Technology, Nagpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","68818"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","8291"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","12797"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","7169"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","7688"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","12760"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","10819"
"Visvesvaraya National Institute of Technology, Nagpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","17579"
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","20336"
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","28534"
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","18781"
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","27272"
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","22840"
"Visvesvaraya National Institute of Technology, Nagpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","38365"
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","13623"
"Visvesvaraya National Institute of Technology, Nagpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","19466"
