"Institute","Academic Program Name","Quota","Category","Gender","Closing Rank"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","70127"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","90328"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","192705"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","278376"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","62110"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","71099"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","68875"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","76818"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Bio Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","96384"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","192073"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","84415"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","65947"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","90767"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","303415"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","46975"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","51561"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","52330"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","60427"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","53486"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","76128"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","157236"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","210066"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","115279"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","156578"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","179406"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","72189"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","57128"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","78962"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","58333"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","82539"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","163833"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","14114"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","19367"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","16273"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","27657"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","18193"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Data Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","23906"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","38026"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","63948"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","24706"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","37840"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","39251"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","33512"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","53972"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","20714"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","27586"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","30087"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","24398"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","38860"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","93441"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","31321"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","54204"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","28148"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","26555"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","43263"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","246628"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","144155"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","87554"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","213290"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","160376"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","517831"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","56190"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","77822"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","63009"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","64847"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","111960"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Industrial and Production Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","252781"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","17235"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","25897"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","24870"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Information Technology (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","83638"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","226000"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","62144"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","51867"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","86477"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","69815"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","35053"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","48678"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","39311"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","44611"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","74324"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","230128"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","28455"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","16998"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","28009"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mathematics and Computing (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","25450"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","186766"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","71110"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","72753"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","86903"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","476474"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","283470"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","38019"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","50776"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","42315"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","61648"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","45841"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","71700"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","199341"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","76929"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","71491"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","298064"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","OPEN","Female-only (including Supernumerary)","272607"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","EWS","Female-only (including Supernumerary)","386257"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","632898"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","537504"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","HS","SC","Female-only (including Supernumerary)","318434"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","69211"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","94248"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","82925"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","95026"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","82380"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","119293"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","193084"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","258152"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","292292"
"Dr. B R Ambedkar National Institute of Technology, Jalandhar","Textile Technology (4 Years, Bachelor of Technology)","OS","ST","Female-only (including Supernumerary)","391410"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","Gender-Neutral","4530"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","HS","OBC-NCL","Gender-Neutral","7557"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","Gender-Neutral","38733"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","Gender-Neutral","1196"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","Gender-Neutral","4087"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","Female-only (including Supernumerary)","2948"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","Gender-Neutral","6641"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","Gender-Neutral","10128"
"Malaviya National Institute of Technology Jaipur","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","Female-only (including Supernumerary)","5539"
"Malaviya National Institute of Technology Jaipur","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","6632"
"Malaviya National Institute of Technology Jaipur","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","12490"
"Malaviya National Institute of Technology Jaipur","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","6809"
"Malaviya National Institute of Technology Jaipur","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","7774"
"Malaviya National Institute of Technology Jaipur","Artificial Intelligence and Data Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","10832"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","26689"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","EWS","Gender-Neutral","30790"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","38409"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","HS","SC","Gender-Neutral","122432"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","28456"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","33271"
"Malaviya National Institute of Technology Jaipur","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","35118"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","42035"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","36758"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","42273"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","59108"
"Malaviya National Institute of Technology Jaipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","46941"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","7498"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","11598"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","8626"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","Gender-Neutral","76343"
"Malaviya National Institute of Technology Jaipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","Gender-Neutral","58574"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","20480"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","16518"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","21635"
"Malaviya National Institute of Technology Jaipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","36353"
"Malaviya National Institute of Technology Jaipur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","16024"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","21811"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","30722"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","60641"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","42119"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","28757"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","45964"
"Malaviya National Institute of Technology Jaipur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","34027"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","42562"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","49507"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Female-only (including Supernumerary)","65488"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","38726"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Female-only (including Supernumerary)","55951"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","EWS","Female-only (including Supernumerary)","78364"
"Malaviya National Institute of Technology Jaipur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","52567"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","EWS","Gender-Neutral","39126"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","EWS","Female-only (including Supernumerary)","9104"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","OBC-NCL","Gender-Neutral","32405"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","Gender-Neutral","30253"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","HS","SC","Female-only (including Supernumerary)","13260"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","Gender-Neutral","2615"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OPEN","Female-only (including Supernumerary)","1613"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","Gender-Neutral","8276"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","OBC-NCL","Female-only (including Supernumerary)","3751"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","SC","Gender-Neutral","9159"
"Maulana Azad National Institute of Technology Bhopal","Architecture  (5 Years, Bachelor of Architecture)","OS","ST","Gender-Neutral","12435"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","Gender-Neutral","48669"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","Gender-Neutral","61656"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","Gender-Neutral","41282"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","Gender-Neutral","1411040"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","EWS","Gender-Neutral","42701"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Gender-Neutral","50434"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","Female-only (including Supernumerary)","70452"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Gender-Neutral","147050"
"Maulana Azad National Institute of Technology Bhopal","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","Female-only (including Supernumerary)","184135"
